customer_id,customer_name,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST0025,Isaac Ray,FEMALE,0,No,,2,One year,Yes,Electronic Check,,"1,000.50",,Yes,DSL,No,Yes,,Yes,,,yes
CUST0026,Joshua Porter,Male,1,No,No,38,One year,Yes,,,,No,,,Yes,Yes,No,,,,
CUST0027,Emily Trevino,female,1,No,Yes,15,One year,NO,,84.57,1619.09,No,No,NO INTERNET,,No,No,,Yes,,no
CUST0028,Darin Rodriguez,FEMALE,0,,Yes,34,Two Year,YES,Electronic Check,twenty,2997.92,No,No,NO INTERNET,Yes,Yes,,Yes,,No,
CUST0029,Cynthia Velasquez,FEMALE,0,,Yes,57,Month-to-month,NO,Mailed check,,"1,000.50",No,,NO INTERNET,Yes,Yes,No,Yes,,,No
CUST0030,Paul Evans,FEMALE,0,YES,Yes,46,Two Year,YES,Credit card (automatic),31.20,2531.06,No,no phone service,Fiber optic,,,,No,Yes,,No
CUST0031,Sarah Thompson,Male,0,NO,Yes,36,Month-to-month,No,Electronic Check,twenty,,Yes,No,DSL,Yes,No,No,No,,,
CUST0032,Alan Patterson,Male,0,No,,18,Two Year,Yes,Mailed check,67.42,,No,No,DSL,,No,,Yes,Yes,Yes,no
CUST0033,Marcus Williams,,1,NO,,56,Two Year,,Credit card (automatic),,3232.80,Yes,No,Fiber optic,,No,No,,Yes,,
CUST0034,Sarah Shaw,MALE,0,No,No,36,Two Year,No,Electronic Check,112.43,,Yes,no phone service,DSL,,Yes,No,Yes,Yes,,No
CUST0035,Leah Newman,Male,1,YES,No,58,One year,Yes,Bank Transfer,twenty,,,no phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,No
CUST0036,Johnathan Russo,,0,No,Yes,14,Month-to-month,,,31.90,,No,no phone service,NO INTERNET,,No,Yes,Yes,Yes,,No
CUST0037,Ronald Gomez,,1,Yes,,6,Month-to-month,No,Mailed check,100.64,,Yes,,Fiber optic,No,,Yes,No,Yes,,
CUST0038,Juan Booker,FEMALE,0,Yes,Yes,20,Two Year,,Bank Transfer,,"1,000.50",No,No,,Yes,,No,,,,
CUST0039,Peter Haynes,MALE,0,YES,Yes,17,One year,NO,Mailed check,,,No,No,Fiber optic,Yes,,Yes,,Yes,No,No
CUST0040,Austin Duncan,female,0,Yes,,7,Two Year,YES,Mailed check,71.87,,No,No,,No,No,,No,No,Yes,Yes
CUST0041,Michelle Mitchell,female,1,YES,,45,Month-to-month,Yes,Bank Transfer,,4057.73,,no phone service,NO INTERNET,Yes,Yes,No,No,Yes,,
CUST0042,Carolyn Ramsey,FEMALE,1,Yes,Yes,21,One year,No,Mailed check,48.71,"1,000.50",Yes,No,NO INTERNET,,,Yes,No,,,Yes
CUST0043,Ms. Megan Parrish MD,female,0,Yes,No,27,Month-to-month,NO,Mailed check,twenty,,Yes,Yes,NO INTERNET,,,,,Yes,,no
CUST0044,Shane Newman,female,0,No,,51,month to month,NO,,twenty,3856.02,,No,NO INTERNET,No,No,Yes,Yes,,,
CUST0045,Angela Evans,female,0,No,No,48,month to month,NO,Credit card (automatic),,,Yes,,DSL,,,,,,Yes,no
CUST0046,Catherine Brown,Male,1,No,,62,month to month,,Electronic Check,44.53,"1,000.50",,,No,No,Yes,,,,No,No
CUST0047,Joseph Brown,FEMALE,1,NO,,44,One year,NO,Electronic Check,twenty,"1,000.50",No,no phone service,,No,Yes,Yes,,No,,
CUST0048,Julia Stevenson,Male,1,Yes,No,33,Month-to-month,,Electronic Check,twenty,"1,000.50",,No,No,No,Yes,No,No,,,Yes
CUST0049,Angela Smith,MALE,1,YES,,63,,,,104.70,,,No,NO INTERNET,Yes,,,,,No,Yes
CUST0050,Joel Freeman,female,0,NO,Yes,25,Month-to-month,NO,Bank Transfer,31.68,"1,000.50",Yes,,,,No,Yes,No,,No,Yes
CUST0051,Sergio Walker,Male,0,NO,,5,month to month,,Bank Transfer,39.83,154.05,Yes,No,Fiber optic,Yes,,,Yes,Yes,No,Yes
CUST0052,Anthony Rowe,,1,,,37,month to month,Yes,Credit card (automatic),twenty,1319.69,,no phone service,Fiber optic,No,,No,Yes,No,,yes
CUST0053,Alan White,female,1,YES,,18,month to month,YES,Electronic Check,twenty,"1,000.50",Yes,No,NO INTERNET,,No,No,,No,No,
CUST0054,Melissa Cline,Male,0,Yes,,49,One year,YES,Credit card (automatic),52.64,"1,000.50",,No,NO INTERNET,No,Yes,Yes,Yes,No,,
CUST0055,Alexander Jackson,FEMALE,1,NO,No,26,Two Year,,Credit card (automatic),112.68,2037.04,No,no phone service,Fiber optic,Yes,Yes,No,,Yes,,
CUST0056,Allison Ramirez,FEMALE,1,No,,60,month to month,No,Credit card (automatic),twenty,,No,Yes,,No,,No,Yes,,,
CUST0057,Sylvia Gordon,FEMALE,1,Yes,Yes,56,One year,Yes,Credit card (automatic),twenty,,Yes,Yes,DSL,,Yes,Yes,,No,,
CUST0058,Scott Nash,MALE,1,Yes,Yes,68,Two Year,Yes,,twenty,"1,000.50",No,Yes,Fiber optic,No,,,Yes,,,no
CUST0059,Lindsey Garza,female,1,YES,Yes,19,Month-to-month,Yes,Mailed check,,,Yes,Yes,No,No,,,,Yes,,Yes
CUST0060,Bradley Sellers,Male,0,NO,No,3,Month-to-month,YES,Electronic Check,,,,No,,Yes,,No,,,,
CUST0061,Joseph Jones,FEMALE,1,NO,Yes,23,Month-to-month,,Bank Transfer,twenty,1472.23,,Yes,No,No,Yes,No,,No,,No
CUST0062,Teresa Rodriguez,MALE,1,,,18,One year,No,Electronic Check,,"1,000.50",No,,NO INTERNET,No,No,No,Yes,No,,no
CUST0063,Jeffrey Hogan,MALE,1,YES,No,40,One year,,Mailed check,,,No,No,No,Yes,Yes,,,Yes,,
CUST0064,Betty Martin,,1,,,19,One year,Yes,Credit card (automatic),94.70,614.76,No,no phone service,,No,Yes,Yes,,,No,Yes
CUST0065,Christian Guzman,Male,1,,No,27,One year,NO,Bank Transfer,twenty,,No,,NO INTERNET,No,No,No,,No,Yes,no
CUST0066,Angela Kennedy,MALE,0,NO,Yes,12,Month-to-month,Yes,Bank Transfer,,762.83,No,No,,No,,No,No,,Yes,
CUST0067,Megan Howell,Male,0,NO,,20,month to month,Yes,Bank Transfer,twenty,"1,000.50",No,no phone service,No,No,Yes,,No,Yes,Yes,
CUST0068,Ryan Bailey,female,1,No,,32,month to month,No,Electronic Check,,1211.69,,,,,No,,Yes,,Yes,
CUST0069,Adam Wilkinson,,0,Yes,,18,One year,NO,,,,Yes,No,DSL,Yes,,Yes,Yes,,,Yes
CUST0070,Gregory Hubbard,MALE,1,Yes,No,32,,YES,Electronic Check,twenty,,No,,No,Yes,No,Yes,No,Yes,Yes,
CUST0071,Amy Dyer,MALE,0,YES,,57,Two Year,NO,Mailed check,,"1,000.50",No,no phone service,NO INTERNET,,Yes,Yes,,Yes,Yes,yes
CUST0072,Michael Ramirez,,1,No,,22,month to month,Yes,Mailed check,78.95,,,no phone service,Fiber optic,Yes,Yes,No,,,,yes
CUST0073,Andrew Davis,Male,1,No,No,47,Month-to-month,NO,,,,Yes,No,No,,,No,Yes,,No,Yes
CUST0074,Miss Andrea Jones,Male,1,No,No,12,One year,,Credit card (automatic),44.59,"1,000.50",Yes,Yes,No,,Yes,,No,No,,no
CUST0075,Kevin Williamson,MALE,0,YES,Yes,15,Month-to-month,YES,Bank Transfer,87.80,"1,000.50",,no phone service,,,Yes,Yes,,No,No,No
CUST0076,Samuel Clark,FEMALE,0,YES,,52,Month-to-month,YES,Credit card (automatic),twenty,"1,000.50",No,No,No,,,,,Yes,Yes,yes
CUST0077,Sandra Sanchez,Male,0,NO,No,65,Month-to-month,YES,Electronic Check,twenty,,No,No,Fiber optic,No,,No,No,,No,no
CUST0078,Dominique Shaw,,1,,,6,One year,NO,Bank Transfer,twenty,131.74,No,No,NO INTERNET,Yes,No,Yes,No,No,,
CUST0079,Edward Warner,FEMALE,0,No,No,3,month to month,NO,Mailed check,,109.90,,No,NO INTERNET,Yes,Yes,No,No,,Yes,Yes
CUST0080,Kelsey Smith,FEMALE,0,YES,,30,,Yes,Bank Transfer,twenty,"1,000.50",No,no phone service,No,,Yes,Yes,Yes,,Yes,No
CUST0081,Cynthia Salinas,female,1,,Yes,37,month to month,Yes,,100.96,"1,000.50",No,Yes,NO INTERNET,,Yes,Yes,No,No,,No
CUST0082,Tara Edwards,MALE,0,No,,27,Month-to-month,NO,Electronic Check,,,,no phone service,Fiber optic,No,Yes,No,No,,,No
CUST0083,Jeffrey Hall,female,0,No,Yes,24,month to month,NO,Electronic Check,twenty,,,no phone service,DSL,,Yes,No,No,Yes,,No
CUST0084,Brian Carpenter,female,0,Yes,Yes,59,month to month,,,63.77,"1,000.50",Yes,no phone service,,No,No,No,,,No,yes
CUST0085,Shawn Nelson,Male,1,,,39,,NO,Mailed check,24.49,"1,000.50",No,Yes,,Yes,No,,Yes,No,,
CUST0086,Carla Olson,FEMALE,1,Yes,No,31,Month-to-month,No,Electronic Check,,,Yes,No,NO INTERNET,No,No,No,,,,No
CUST0087,Joshua Kelley,MALE,0,,Yes,59,Two Year,No,Bank Transfer,18.35,"1,000.50",No,no phone service,NO INTERNET,No,No,No,Yes,No,,Yes
CUST0088,Jeremy Mccarthy,female,0,No,No,11,month to month,Yes,Electronic Check,twenty,1057.10,Yes,,No,,No,No,,Yes,,
CUST0089,Tabitha Johnson,Male,0,,No,10,Two Year,YES,,24.76,,,,,Yes,No,,No,No,No,
CUST0090,Steven Harris,FEMALE,0,YES,No,52,One year,,Credit card (automatic),,,No,No,No,No,,,No,,No,
CUST0091,Jonathan Mercer,MALE,1,Yes,No,15,One year,Yes,Mailed check,101.17,,Yes,No,No,No,,,Yes,,No,
CUST0092,William Gibson,female,0,YES,No,70,Month-to-month,No,Credit card (automatic),,"1,000.50",,No,NO INTERNET,,No,No,No,No,,yes
CUST0093,Courtney Aguilar,,1,YES,No,45,Month-to-month,No,Credit card (automatic),107.08,"1,000.50",,Yes,DSL,Yes,No,No,No,,,
CUST0094,Jenna Cox,FEMALE,1,NO,,11,month to month,YES,Mailed check,40.35,,Yes,no phone service,NO INTERNET,Yes,Yes,No,,,,yes
CUST0095,Robert Marshall,,1,,Yes,61,month to month,NO,,75.68,,No,No,DSL,No,Yes,Yes,No,Yes,No,no
CUST0096,Scott Rivers,,1,No,,43,month to month,,Electronic Check,twenty,,No,No,No,Yes,Yes,No,,,,Yes
CUST0097,Stephanie Smith,Male,1,Yes,No,51,month to month,NO,Mailed check,twenty,,Yes,No,,Yes,No,No,Yes,,,Yes
CUST0098,Renee Krueger,MALE,1,,No,53,,,Bank Transfer,,,,no phone service,,,No,Yes,Yes,Yes,No,
CUST0099,Mr. Mark Gordon Jr.,FEMALE,0,YES,,16,month to month,No,Credit card (automatic),,1149.43,No,Yes,DSL,Yes,No,Yes,,,,Yes
CUST0100,John Harris,Male,1,No,No,42,,,,twenty,3259.78,,Yes,NO INTERNET,No,Yes,,,,,yes
CUST0101,Carol Meza,MALE,0,YES,Yes,5,Month-to-month,No,Credit card (automatic),twenty,,,,No,Yes,No,Yes,No,,Yes,yes
CUST0102,Craig Boone,Male,0,,,20,Two Year,No,Bank Transfer,,,No,,No,,,No,No,,,
CUST0103,Kathleen Baker,Male,0,YES,No,54,One year,NO,Electronic Check,26.50,,Yes,,,No,,Yes,No,Yes,,
CUST0104,Michelle Swanson,Male,0,No,Yes,39,,NO,Electronic Check,51.28,2655.60,Yes,Yes,No,,,No,No,No,,Yes
CUST0105,Cindy Wilkerson,,1,Yes,Yes,58,One year,YES,,,,Yes,No,NO INTERNET,,No,,Yes,Yes,Yes,Yes
CUST0106,Daniel Butler,Male,1,NO,No,21,month to month,NO,Credit card (automatic),twenty,"1,000.50",Yes,,,,No,,,,Yes,yes
CUST0107,Matthew Snyder,FEMALE,0,Yes,No,25,month to month,NO,Mailed check,82.47,1760.21,No,no phone service,NO INTERNET,Yes,Yes,No,Yes,Yes,,yes
CUST0108,Jill Brown,,1,Yes,,33,month to month,YES,Mailed check,30.00,,,,Fiber optic,Yes,,Yes,No,,,No
CUST0109,Tiffany Alvarado,female,1,No,,16,Two Year,YES,Credit card (automatic),twenty,"1,000.50",,,No,,No,Yes,Yes,,,yes
CUST0110,Lindsay Williams,female,1,YES,,67,Month-to-month,,Bank Transfer,twenty,"1,000.50",No,,,Yes,No,,No,Yes,,
CUST0111,Jennifer Scott,,0,NO,,3,,Yes,Bank Transfer,91.94,,Yes,No,,Yes,,Yes,No,No,Yes,No
CUST0112,Ricardo Case,,1,,No,62,One year,NO,Credit card (automatic),twenty,6091.09,No,,No,No,Yes,,No,,No,
CUST0113,Patrick Yang,Male,0,No,,31,,YES,,,"1,000.50",No,Yes,No,,Yes,No,No,No,No,yes
CUST0114,Brent Washington,female,1,YES,Yes,46,,YES,,69.40,,No,,Fiber optic,,No,,,Yes,No,
CUST0115,Brent Marshall MD,FEMALE,0,NO,,31,month to month,Yes,Mailed check,59.60,,,Yes,Fiber optic,No,,Yes,Yes,No,,No
CUST0116,Michael Daniels,,1,YES,,31,Two Year,NO,,twenty,2160.93,No,Yes,,,,,Yes,,Yes,
CUST0117,Michael Murray,FEMALE,1,No,,38,month to month,Yes,Electronic Check,,,,Yes,,,,,,,,
CUST0118,Cindy Martin,,1,YES,,38,month to month,Yes,Bank Transfer,twenty,,,,No,Yes,Yes,,No,Yes,No,
CUST0119,Cynthia Huynh,Male,1,YES,Yes,24,,Yes,,,,Yes,no phone service,Fiber optic,Yes,,Yes,No,,,Yes
CUST0120,Melanie Curry,MALE,1,YES,No,8,One year,Yes,Bank Transfer,twenty,"1,000.50",Yes,,,,Yes,No,,,No,
CUST0121,Amy Stone,Male,1,NO,No,8,Two Year,NO,Electronic Check,83.39,"1,000.50",Yes,Yes,,,No,Yes,,,No,
CUST0122,Michael Pena,female,1,YES,Yes,4,Month-to-month,Yes,Bank Transfer,twenty,,,,NO INTERNET,Yes,No,No,Yes,No,,
CUST0123,Laura Krause,MALE,0,No,No,4,month to month,YES,Bank Transfer,38.99,281.76,No,No,Fiber optic,No,Yes,Yes,,,,
CUST0124,Carolyn Velasquez,,0,YES,No,72,,YES,Credit card (automatic),,7051.47,No,No,,Yes,Yes,No,,No,,No
CUST0125,Brittney Brown,female,1,Yes,Yes,19,Month-to-month,YES,Electronic Check,94.79,"1,000.50",Yes,No,NO INTERNET,,No,Yes,No,No,No,yes
CUST0126,Benjamin Rivera,MALE,1,No,No,36,Two Year,Yes,Bank Transfer,109.19,"1,000.50",,No,No,Yes,No,No,,,,Yes
CUST0127,Christina Shelton,Male,1,,,49,month to month,,,68.32,,No,no phone service,No,No,No,,No,No,,yes
CUST0128,Maria Edwards,MALE,0,NO,No,43,One year,No,Credit card (automatic),twenty,3959.25,Yes,no phone service,DSL,,,,,,,
CUST0129,Douglas Gross,Male,0,,No,52,,YES,Electronic Check,38.23,1696.81,,,NO INTERNET,No,Yes,Yes,No,,,Yes
CUST0130,Oscar Gonzalez,,0,NO,Yes,35,Month-to-month,No,Credit card (automatic),70.43,"1,000.50",No,no phone service,,,No,,,,,
CUST0131,Nicolas Kramer,MALE,0,YES,,40,One year,,Electronic Check,twenty,,Yes,no phone service,DSL,Yes,,Yes,Yes,No,Yes,
CUST0132,Meredith Smith,,0,,Yes,49,,,Bank Transfer,twenty,,No,no phone service,DSL,No,Yes,No,No,No,Yes,
CUST0133,Catherine Roberts,female,1,Yes,No,24,Two Year,NO,Electronic Check,27.29,"1,000.50",Yes,No,NO INTERNET,No,,No,,No,,
CUST0134,Johnathan Parks,MALE,0,Yes,,3,One year,YES,,74.68,,Yes,no phone service,No,Yes,,,Yes,,Yes,yes
CUST0135,Gabriel Burch,MALE,0,Yes,No,58,Two Year,,Credit card (automatic),,"1,000.50",,Yes,,Yes,,No,No,,,yes
CUST0136,Kimberly Johnson,FEMALE,0,,,6,One year,NO,Credit card (automatic),,"1,000.50",,,NO INTERNET,Yes,No,,Yes,,No,yes
CUST0137,Jackie Garcia,FEMALE,1,Yes,,47,,,,115.92,,,,No,Yes,No,No,Yes,No,Yes,
CUST0138,Jacqueline Harris,Male,1,,,20,month to month,NO,Credit card (automatic),96.37,"1,000.50",,No,NO INTERNET,,,No,No,,,
CUST0139,Justin Lopez,MALE,1,,,39,Month-to-month,,,twenty,1116.84,,No,NO INTERNET,No,No,,No,No,No,No
CUST0140,Hannah Reese,,1,YES,No,13,Two Year,No,Electronic Check,27.24,"1,000.50",No,,,,Yes,No,No,No,,
CUST0141,Kayla White,MALE,1,YES,,26,,No,Credit card (automatic),39.25,,No,no phone service,No,Yes,,Yes,,No,No,yes
CUST0142,Shelley Hayes,MALE,0,,Yes,20,month to month,No,Credit card (automatic),,623.49,Yes,Yes,NO INTERNET,No,No,,No,,,No
CUST0143,Cheyenne Anthony,,0,No,Yes,56,One year,Yes,Credit card (automatic),twenty,"1,000.50",,No,NO INTERNET,Yes,No,,Yes,Yes,Yes,yes
CUST0144,Teresa Phillips,female,0,Yes,,2,Month-to-month,Yes,Electronic Check,,171.56,Yes,No,,No,No,,,,Yes,Yes
CUST0145,Dennis Collins,Male,1,Yes,Yes,64,Month-to-month,Yes,Mailed check,,2491.59,,No,NO INTERNET,Yes,No,Yes,No,,,No
CUST0146,Brian Gomez,MALE,1,,,27,Two Year,,Mailed check,twenty,,Yes,,No,No,Yes,,No,No,,No
CUST0147,Luke Miller,FEMALE,0,Yes,,43,Month-to-month,NO,Mailed check,twenty,3835.15,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,No
CUST0148,Regina Spencer,FEMALE,1,Yes,,9,month to month,YES,Electronic Check,116.84,859.91,No,no phone service,No,No,No,,No,Yes,No,
CUST0149,Cynthia Mccullough,FEMALE,1,NO,,12,Month-to-month,,,68.01,,Yes,no phone service,DSL,Yes,Yes,Yes,,Yes,,no
CUST0150,Sara Jones,,1,YES,,2,One year,Yes,Credit card (automatic),107.97,,No,,DSL,,,No,No,,No,no
CUST0151,Lacey Rice,,1,NO,,3,Two Year,Yes,Credit card (automatic),,,Yes,no phone service,DSL,No,Yes,,Yes,No,Yes,Yes
CUST0152,Robert Porter,female,0,,Yes,12,,No,Bank Transfer,,,No,no phone service,,Yes,No,Yes,No,,,yes
CUST0153,Steven Gardner,FEMALE,1,,No,31,,No,Credit card (automatic),twenty,"1,000.50",,Yes,,Yes,No,,Yes,,,no
CUST0154,Troy Lang,MALE,0,YES,,43,One year,,,,,,No,No,,No,No,,,Yes,
CUST0155,Anna Shah,Male,1,No,,25,,Yes,Electronic Check,twenty,"1,000.50",Yes,,NO INTERNET,No,Yes,No,Yes,,,
CUST0156,Sherri Gates,FEMALE,1,Yes,,44,month to month,Yes,Credit card (automatic),twenty,4046.98,No,Yes,Fiber optic,,No,,Yes,Yes,No,
CUST0157,Tammy Ruiz,female,0,Yes,No,27,,Yes,,51.66,,,no phone service,NO INTERNET,No,No,Yes,No,Yes,No,yes
CUST0158,Bryce Smith,FEMALE,0,No,No,51,month to month,,Mailed check,twenty,1217.40,Yes,No,No,,,,,No,No,
CUST0159,Blake Lewis,MALE,0,,,16,,NO,Electronic Check,twenty,969.84,,,Fiber optic,Yes,No,No,Yes,,Yes,
CUST0160,Jordan Carlson,MALE,0,NO,No,52,One year,,Bank Transfer,twenty,"1,000.50",No,,,No,Yes,,Yes,,No,yes
CUST0161,Jorge Hines,female,1,NO,,69,month to month,NO,Bank Transfer,107.44,"1,000.50",Yes,No,Fiber optic,No,No,Yes,Yes,No,,Yes
CUST0162,Kenneth Atkinson,FEMALE,0,YES,Yes,32,month to month,NO,Credit card (automatic),twenty,,,,NO INTERNET,,No,Yes,,,No,Yes
CUST0163,Clayton Brooks,,1,No,No,58,Two Year,YES,Bank Transfer,,,Yes,no phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,
CUST0164,Curtis Robbins,FEMALE,1,NO,No,5,,,Bank Transfer,53.46,,Yes,No,DSL,No,No,No,No,No,Yes,No
CUST0165,Ashley Johnson,,0,No,,48,Two Year,NO,Credit card (automatic),,,No,no phone service,,No,No,Yes,,,Yes,
CUST0166,James Moore,MALE,1,Yes,,54,month to month,,Mailed check,twenty,,No,no phone service,NO INTERNET,,Yes,Yes,No,,,No
CUST0167,Jane Fowler,female,1,,,2,Two Year,No,Credit card (automatic),twenty,"1,000.50",,No,No,Yes,Yes,Yes,,No,Yes,
CUST0168,Nathan Smith,MALE,0,NO,Yes,26,One year,YES,Mailed check,twenty,,,Yes,NO INTERNET,No,Yes,Yes,Yes,No,Yes,no
CUST0169,John Blair,MALE,0,Yes,,41,Month-to-month,NO,Credit card (automatic),89.51,"1,000.50",Yes,Yes,,Yes,Yes,Yes,No,,,Yes
CUST0170,Brittany Smith,MALE,1,No,,58,Month-to-month,YES,Mailed check,,,Yes,,DSL,,Yes,,,,,no
CUST0171,Heather Ramsey,female,0,No,,50,One year,NO,Bank Transfer,,"1,000.50",Yes,no phone service,NO INTERNET,Yes,Yes,No,Yes,Yes,,Yes
CUST0172,Sandy Atkins,female,0,YES,Yes,70,,,Credit card (automatic),twenty,,,,DSL,No,,Yes,No,No,,
CUST0173,Cathy Holland,female,0,YES,,6,Month-to-month,,Bank Transfer,,,,No,NO INTERNET,Yes,Yes,No,,,,Yes
CUST0174,Eric Norton,,0,,Yes,16,One year,Yes,Credit card (automatic),,,No,Yes,NO INTERNET,No,Yes,No,Yes,,,
CUST0175,Brian Wright,Male,0,YES,Yes,38,Month-to-month,No,Credit card (automatic),,"1,000.50",No,,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
CUST0176,Robert Douglas,FEMALE,1,,,66,Month-to-month,Yes,Bank Transfer,twenty,,Yes,,,Yes,,Yes,No,,Yes,
CUST0177,Kelly Hall,FEMALE,1,Yes,Yes,16,,Yes,Electronic Check,62.11,"1,000.50",No,no phone service,No,,,No,,,,
CUST0178,Deborah Noble,female,1,No,,47,Month-to-month,Yes,Electronic Check,twenty,,,no phone service,Fiber optic,,No,,No,,,
CUST0179,Joseph Houston,female,1,No,,56,Month-to-month,NO,Mailed check,119.62,,,,DSL,No,,,No,Yes,Yes,
CUST0180,Kimberly White,female,1,No,,54,,,Credit card (automatic),twenty,,Yes,No,NO INTERNET,,Yes,Yes,Yes,,,Yes
CUST0181,Brian Patrick,FEMALE,1,,,51,month to month,NO,Credit card (automatic),twenty,"1,000.50",No,No,DSL,No,,Yes,,,,Yes
CUST0182,James Small,female,0,YES,Yes,1,Month-to-month,No,Credit card (automatic),,72.23,No,,,Yes,,Yes,,,,No
CUST0183,Chelsea Jones,FEMALE,0,,,7,month to month,,Bank Transfer,twenty,"1,000.50",Yes,No,Fiber optic,No,,,No,Yes,No,
CUST0184,Jaime Houston,female,1,YES,No,71,One year,No,Bank Transfer,44.19,1926.52,,Yes,,No,Yes,,Yes,,No,
CUST0185,Jennifer Martin,female,1,YES,Yes,39,month to month,YES,,63.15,,Yes,Yes,NO INTERNET,No,Yes,,,Yes,No,No
CUST0186,Kevin Osborn,female,0,No,Yes,10,One year,YES,,43.39,,Yes,no phone service,DSL,,Yes,,No,Yes,Yes,
CUST0187,Caitlin Davis,FEMALE,1,NO,,16,,NO,Electronic Check,,1041.55,,No,No,Yes,No,Yes,Yes,,Yes,no
CUST0188,Antonio Miller,MALE,1,No,,1,Month-to-month,No,Bank Transfer,twenty,104.55,,No,No,,Yes,No,No,,No,no
CUST0189,Francisco Young,Male,0,YES,Yes,26,Two Year,No,Bank Transfer,43.94,,No,,No,Yes,Yes,No,Yes,No,,No
CUST0190,Jennifer Scott,female,0,No,,11,month to month,NO,Bank Transfer,86.46,1141.18,No,No,,,Yes,,Yes,,,
CUST0191,Susan Arnold,female,1,No,Yes,33,,NO,,,866.98,No,No,,,Yes,No,No,Yes,,
CUST0192,George Klein DVM,,0,NO,,35,month to month,NO,Mailed check,81.07,,Yes,,No,,,,,No,Yes,Yes
CUST0193,Kari Leon,MALE,1,No,Yes,65,month to month,No,,,"1,000.50",Yes,,Fiber optic,No,No,,,,,no
