customer_id,customer_name,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST0090,Steven Harris,female,0,yes,no,52,one year,,credit card (automatic),67.59,1000.5,no,no,no,no,,,no,,no,
CUST0091,Jonathan Mercer,male,1,yes,no,15,one year,yes,mailed check,101.17,1000.5,yes,no,no,no,,,yes,,no,
CUST0092,William Gibson,female,0,yes,no,70,month-to-month,no,credit card (automatic),67.59,1000.5,,no,none,,no,no,no,no,,yes
CUST0093,Courtney Aguilar,,1,yes,no,45,month-to-month,no,credit card (automatic),107.08,1000.5,,yes,dsl,yes,no,no,no,,,
CUST0094,Jenna Cox,female,1,no,,11,month to month,yes,mailed check,40.35,1000.5,yes,no,none,yes,yes,no,,,,yes
CUST0095,Robert Marshall,,1,,yes,61,month to month,no,,75.68,1000.5,no,no,dsl,no,yes,yes,no,yes,no,no
CUST0096,Scott Rivers,,1,no,,43,month to month,,electronic check,67.59,1000.5,no,no,no,yes,yes,no,,,,yes
CUST0097,Stephanie Smith,male,1,yes,no,51,month to month,no,mailed check,67.59,1000.5,yes,no,,yes,no,no,yes,,,yes
CUST0098,Renee Krueger,male,1,,no,53,,,bank transfer,67.59,1000.5,,no,,,no,yes,yes,yes,no,
CUST0099,Mr. Mark Gordon Jr.,female,0,yes,,16,month to month,no,credit card (automatic),67.59,1149.43,no,yes,dsl,yes,no,yes,,,,yes
CUST0100,John Harris,male,1,no,no,42,,,,67.59,3259.78,,yes,none,no,yes,,,,,yes
CUST0101,Carol Meza,male,0,yes,yes,5,month-to-month,no,credit card (automatic),67.59,1000.5,,,no,yes,no,yes,no,,yes,yes
CUST0102,Craig Boone,male,0,,,20,two year,no,bank transfer,67.59,1000.5,no,,no,,,no,no,,,
CUST0103,Kathleen Baker,male,0,yes,no,54,one year,no,electronic check,26.5,1000.5,yes,,,no,,yes,no,yes,,
CUST0104,Michelle Swanson,male,0,no,yes,39,,no,electronic check,51.28,2655.6,yes,yes,no,,,no,no,no,,yes
CUST0105,Cindy Wilkerson,,1,yes,yes,58,one year,yes,,67.59,1000.5,yes,no,none,,no,,yes,yes,yes,yes
CUST0106,Daniel Butler,male,1,no,no,21,month to month,no,credit card (automatic),67.59,1000.5,yes,,,,no,,,,yes,yes
CUST0107,Matthew Snyder,female,0,yes,no,25,month to month,no,mailed check,82.47,1760.21,no,no,none,yes,yes,no,yes,yes,,yes
CUST0108,Jill Brown,,1,yes,,33,month to month,yes,mailed check,30.0,1000.5,,,fiber optic,yes,,yes,no,,,no
CUST0109,Tiffany Alvarado,female,1,no,,16,two year,yes,credit card (automatic),67.59,1000.5,,,no,,no,yes,yes,,,yes
CUST0110,Lindsay Williams,female,1,yes,,67,month-to-month,,bank transfer,67.59,1000.5,no,,,yes,no,,no,yes,,
CUST0111,Jennifer Scott,,0,no,,3,,yes,bank transfer,91.94,1000.5,yes,no,,yes,,yes,no,no,yes,no
CUST0112,Ricardo Case,,1,,no,62,one year,no,credit card (automatic),67.59,6091.09,no,,no,no,yes,,no,,no,
CUST0113,Patrick Yang,male,0,no,,31,,yes,,67.59,1000.5,no,yes,no,,yes,no,no,no,no,yes
CUST0114,Brent Washington,female,1,yes,yes,46,,yes,,69.4,1000.5,no,,fiber optic,,no,,,yes,no,
CUST0115,Brent Marshall MD,female,0,no,,31,month to month,yes,mailed check,59.6,1000.5,,yes,fiber optic,no,,yes,yes,no,,no
CUST0116,Michael Daniels,,1,yes,,31,two year,no,,67.59,2160.93,no,yes,,,,,yes,,yes,
CUST0117,Michael Murray,female,1,no,,38,month to month,yes,electronic check,67.59,1000.5,,yes,,,,,,,,
CUST0118,Cindy Martin,,1,yes,,38,month to month,yes,bank transfer,67.59,1000.5,,,no,yes,yes,,no,yes,no,
CUST0119,Cynthia Huynh,male,1,yes,yes,24,,yes,,67.59,1000.5,yes,no,fiber optic,yes,,yes,no,,,yes
CUST0120,Melanie Curry,male,1,yes,no,8,one year,yes,bank transfer,67.59,1000.5,yes,,,,yes,no,,,no,
CUST0121,Amy Stone,male,1,no,no,8,two year,no,electronic check,83.39,1000.5,yes,yes,,,no,yes,,,no,
CUST0122,Michael Pena,female,1,yes,yes,4,month-to-month,yes,bank transfer,67.59,1000.5,,,none,yes,no,no,yes,no,,
CUST0123,Laura Krause,male,0,no,no,4,month to month,yes,bank transfer,38.99,281.76,no,no,fiber optic,no,yes,yes,,,,
CUST0124,Carolyn Velasquez,,0,yes,no,72,,yes,credit card (automatic),67.59,7051.47,no,no,,yes,yes,no,,no,,no
CUST0125,Brittney Brown,female,1,yes,yes,19,month-to-month,yes,electronic check,94.79,1000.5,yes,no,none,,no,yes,no,no,no,yes
CUST0126,Benjamin Rivera,male,1,no,no,36,two year,yes,bank transfer,109.19,1000.5,,no,no,yes,no,no,,,,yes
CUST0127,Christina Shelton,male,1,,,49,month to month,,,68.32,1000.5,no,no,no,no,no,,no,no,,yes
CUST0128,Maria Edwards,male,0,no,no,43,one year,no,credit card (automatic),67.59,3959.25,yes,no,dsl,,,,,,,
CUST0129,Douglas Gross,male,0,,no,52,,yes,electronic check,38.23,1696.81,,,none,no,yes,yes,no,,,yes
CUST0130,Oscar Gonzalez,,0,no,yes,35,month-to-month,no,credit card (automatic),70.43,1000.5,no,no,,,no,,,,,
CUST0131,Nicolas Kramer,male,0,yes,,40,one year,,electronic check,67.59,1000.5,yes,no,dsl,yes,,yes,yes,no,yes,
CUST0132,Meredith Smith,,0,,yes,49,,,bank transfer,67.59,1000.5,no,no,dsl,no,yes,no,no,no,yes,
CUST0133,Catherine Roberts,female,1,yes,no,24,two year,no,electronic check,27.29,1000.5,yes,no,none,no,,no,,no,,
CUST0134,Johnathan Parks,male,0,yes,,3,one year,yes,,74.68,1000.5,yes,no,no,yes,,,yes,,yes,yes
CUST0135,Gabriel Burch,male,0,yes,no,58,two year,,credit card (automatic),67.59,1000.5,,yes,,yes,,no,no,,,yes
CUST0136,Kimberly Johnson,female,0,,,6,one year,no,credit card (automatic),67.59,1000.5,,,none,yes,no,,yes,,no,yes
CUST0137,Jackie Garcia,female,1,yes,,47,,,,115.92,1000.5,,,no,yes,no,no,yes,no,yes,
CUST0138,Jacqueline Harris,male,1,,,20,month to month,no,credit card (automatic),96.37,1000.5,,no,none,,,no,no,,,
CUST0139,Justin Lopez,male,1,,,39,month-to-month,,,67.59,1116.84,,no,none,no,no,,no,no,no,no
CUST0140,Hannah Reese,,1,yes,no,13,two year,no,electronic check,27.24,1000.5,no,,,,yes,no,no,no,,
CUST0141,Kayla White,male,1,yes,,26,,no,credit card (automatic),39.25,1000.5,no,no,no,yes,,yes,,no,no,yes
CUST0142,Shelley Hayes,male,0,,yes,20,month to month,no,credit card (automatic),67.59,623.49,yes,yes,none,no,no,,no,,,no
CUST0143,Cheyenne Anthony,,0,no,yes,56,one year,yes,credit card (automatic),67.59,1000.5,,no,none,yes,no,,yes,yes,yes,yes
CUST0144,Teresa Phillips,female,0,yes,,2,month-to-month,yes,electronic check,67.59,171.56,yes,no,,no,no,,,,yes,yes
CUST0145,Dennis Collins,male,1,yes,yes,64,month-to-month,yes,mailed check,67.59,2491.59,,no,none,yes,no,yes,no,,,no
CUST0146,Brian Gomez,male,1,,,27,two year,,mailed check,67.59,1000.5,yes,,no,no,yes,,no,no,,no
CUST0147,Luke Miller,female,0,yes,,43,month-to-month,no,mailed check,67.59,3835.15,yes,no,no,yes,yes,yes,yes,,yes,no
CUST0148,Regina Spencer,female,1,yes,,9,month to month,yes,electronic check,116.84,859.91,no,no,no,no,no,,no,yes,no,
CUST0149,Cynthia Mccullough,female,1,no,,12,month-to-month,,,68.01,1000.5,yes,no,dsl,yes,yes,yes,,yes,,no
CUST0150,Sara Jones,,1,yes,,2,one year,yes,credit card (automatic),107.97,1000.5,no,,dsl,,,no,no,,no,no
CUST0151,Lacey Rice,,1,no,,3,two year,yes,credit card (automatic),67.59,1000.5,yes,no,dsl,no,yes,,yes,no,yes,yes
CUST0152,Robert Porter,female,0,,yes,12,,no,bank transfer,67.59,1000.5,no,no,,yes,no,yes,no,,,yes
CUST0153,Steven Gardner,female,1,,no,31,,no,credit card (automatic),67.59,1000.5,,yes,,yes,no,,yes,,,no
CUST0154,Troy Lang,male,0,yes,,43,one year,,,67.59,1000.5,,no,no,,no,no,,,yes,
CUST0155,Anna Shah,male,1,no,,25,,yes,electronic check,67.59,1000.5,yes,,none,no,yes,no,yes,,,
CUST0156,Sherri Gates,female,1,yes,,44,month to month,yes,credit card (automatic),67.59,4046.98,no,yes,fiber optic,,no,,yes,yes,no,
CUST0157,Tammy Ruiz,female,0,yes,no,27,,yes,,51.66,1000.5,,no,none,no,no,yes,no,yes,no,yes
CUST0158,Bryce Smith,female,0,no,no,51,month to month,,mailed check,67.59,1217.4,yes,no,no,,,,,no,no,
CUST0159,Blake Lewis,male,0,,,16,,no,electronic check,67.59,969.84,,,fiber optic,yes,no,no,yes,,yes,
CUST0160,Jordan Carlson,male,0,no,no,52,one year,,bank transfer,67.59,1000.5,no,,,no,yes,,yes,,no,yes
CUST0161,Jorge Hines,female,1,no,,69,month to month,no,bank transfer,107.44,1000.5,yes,no,fiber optic,no,no,yes,yes,no,,yes
CUST0162,Kenneth Atkinson,female,0,yes,yes,32,month to month,no,credit card (automatic),67.59,1000.5,,,none,,no,yes,,,no,yes
CUST0163,Clayton Brooks,,1,no,no,58,two year,yes,bank transfer,67.59,1000.5,yes,no,fiber optic,no,yes,no,yes,yes,yes,
CUST0164,Curtis Robbins,female,1,no,no,5,,,bank transfer,53.46,1000.5,yes,no,dsl,no,no,no,no,no,yes,no
CUST0165,Ashley Johnson,,0,no,,48,two year,no,credit card (automatic),67.59,1000.5,no,no,,no,no,yes,,,yes,
CUST0166,James Moore,male,1,yes,,54,month to month,,mailed check,67.59,1000.5,no,no,none,,yes,yes,no,,,no
CUST0167,Jane Fowler,female,1,,,2,two year,no,credit card (automatic),67.59,1000.5,,no,no,yes,yes,yes,,no,yes,
CUST0168,Nathan Smith,male,0,no,yes,26,one year,yes,mailed check,67.59,1000.5,,yes,none,no,yes,yes,yes,no,yes,no
CUST0169,John Blair,male,0,yes,,41,month-to-month,no,credit card (automatic),89.51,1000.5,yes,yes,,yes,yes,yes,no,,,yes
CUST0170,Brittany Smith,male,1,no,,58,month-to-month,yes,mailed check,67.59,1000.5,yes,,dsl,,yes,,,,,no
CUST0171,Heather Ramsey,female,0,no,,50,one year,no,bank transfer,67.59,1000.5,yes,no,none,yes,yes,no,yes,yes,,yes
CUST0172,Sandy Atkins,female,0,yes,yes,70,,,credit card (automatic),67.59,1000.5,,,dsl,no,,yes,no,no,,
CUST0173,Cathy Holland,female,0,yes,,6,month-to-month,,bank transfer,67.59,1000.5,,no,none,yes,yes,no,,,,yes
CUST0174,Eric Norton,,0,,yes,16,one year,yes,credit card (automatic),67.59,1000.5,no,yes,none,no,yes,no,yes,,,
CUST0175,Brian Wright,male,0,yes,yes,38,month-to-month,no,credit card (automatic),67.59,1000.5,no,,fiber optic,yes,no,no,yes,yes,yes,yes
CUST0176,Robert Douglas,female,1,,,66,month-to-month,yes,bank transfer,67.59,1000.5,yes,,,yes,,yes,no,,yes,
CUST0177,Kelly Hall,female,1,yes,yes,16,,yes,electronic check,62.11,1000.5,no,no,no,,,no,,,,
CUST0178,Deborah Noble,female,1,no,,47,month-to-month,yes,electronic check,67.59,1000.5,,no,fiber optic,,no,,no,,,
CUST0179,Joseph Houston,female,1,no,,56,month-to-month,no,mailed check,119.62,1000.5,,,dsl,no,,,no,yes,yes,
CUST0180,Kimberly White,female,1,no,,54,,,credit card (automatic),67.59,1000.5,yes,no,none,,yes,yes,yes,,,yes
CUST0181,Brian Patrick,female,1,,,51,month to month,no,credit card (automatic),67.59,1000.5,no,no,dsl,no,,yes,,,,yes
CUST0182,James Small,female,0,yes,yes,1,month-to-month,no,credit card (automatic),67.59,72.23,no,,,yes,,yes,,,,no
CUST0183,Chelsea Jones,female,0,,,7,month to month,,bank transfer,67.59,1000.5,yes,no,fiber optic,no,,,no,yes,no,
CUST0184,Jaime Houston,female,1,yes,no,71,one year,no,bank transfer,44.19,1926.52,,yes,,no,yes,,yes,,no,
CUST0185,Jennifer Martin,female,1,yes,yes,39,month to month,yes,,63.15,1000.5,yes,yes,none,no,yes,,,yes,no,no
CUST0186,Kevin Osborn,female,0,no,yes,10,one year,yes,,43.39,1000.5,yes,no,dsl,,yes,,no,yes,yes,
CUST0187,Caitlin Davis,female,1,no,,16,,no,electronic check,67.59,1041.55,,no,no,yes,no,yes,yes,,yes,no
CUST0188,Antonio Miller,male,1,no,,1,month-to-month,no,bank transfer,67.59,104.55,,no,no,,yes,no,no,,no,no
CUST0189,Francisco Young,male,0,yes,yes,26,two year,no,bank transfer,43.94,1000.5,no,,no,yes,yes,no,yes,no,,no
CUST0190,Jennifer Scott,female,0,no,,11,month to month,no,bank transfer,86.46,1141.18,no,no,,,yes,,yes,,,
CUST0191,Susan Arnold,female,1,no,yes,33,,no,,67.59,866.98,no,no,,,yes,no,no,yes,,
CUST0192,George Klein DVM,,0,no,,35,month to month,no,mailed check,81.07,1000.5,yes,,no,,,,,no,yes,yes
CUST0193,Kari Leon,male,1,no,yes,65,month to month,no,,67.59,1000.5,yes,,fiber optic,no,no,,,,,no
CUST0194,Barbara Fletcher,female,1,yes,yes,31,month-to-month,yes,credit card (automatic),67.59,850.87,no,no,no,,,no,yes,,,yes
CUST0195,Mary Alvarez,female,1,,no,71,two year,yes,,61.31,1000.5,,no,none,,no,no,,,,yes
CUST0196,Robert Cordova,female,1,no,,66,month to month,yes,bank transfer,18.94,1000.5,no,yes,none,,,no,,no,,yes
CUST0197,Tom Roach,male,0,yes,yes,44,,,credit card (automatic),67.59,1000.5,no,no,,,yes,,no,,yes,
CUST0198,Linda Stephenson,male,0,yes,,47,two year,no,bank transfer,67.59,3818.67,no,,,,yes,yes,no,,,
CUST0199,Nicole Cardenas,male,0,no,yes,41,,no,mailed check,66.22,1000.5,no,no,none,no,no,no,,,,yes
CUST0200,Kevin Hoffman,male,0,yes,yes,33,,no,,58.8,1000.5,no,,no,yes,,yes,yes,,,no
CUST0201,Aaron Reyes,male,1,,,17,two year,,credit card (automatic),78.33,1663.08,no,no,fiber optic,yes,yes,,yes,no,,no
CUST0202,Walter Ali,male,0,no,,71,,yes,bank transfer,67.59,1000.5,,,,,no,,,,no,yes
CUST0203,Cynthia Newman,,0,,no,71,month-to-month,no,bank transfer,67.59,1000.5,yes,,,,yes,,no,,yes,yes
CUST0204,Marisa Allen,male,0,yes,yes,68,month-to-month,,electronic check,67.59,1000.5,,yes,no,no,yes,no,no,,,no
CUST0205,David Rodriguez,male,1,no,yes,62,month-to-month,yes,bank transfer,67.59,1000.5,yes,no,none,,yes,,,yes,,no
CUST0206,Jerry Parks DVM,,0,no,,40,one year,yes,,67.59,1000.5,,yes,fiber optic,no,yes,no,no,no,,no
CUST0207,William Schneider,female,0,no,no,54,month-to-month,no,credit card (automatic),108.66,1000.5,yes,no,none,yes,yes,,yes,no,yes,
CUST0208,Pamela Bowers,male,1,no,,12,two year,yes,electronic check,67.59,1000.5,no,no,,yes,yes,yes,no,no,yes,no
CUST0209,Ronnie Grant,female,1,no,yes,44,month to month,no,bank transfer,67.59,1000.5,,no,no,,,no,no,,,no
CUST0210,Rebecca Huff,female,0,,,12,month-to-month,no,bank transfer,99.86,1000.5,no,,none,yes,no,,,,no,
CUST0211,Jonathan Hardy,male,1,no,,71,one year,yes,credit card (automatic),118.85,1000.5,,,dsl,yes,yes,no,yes,,,
CUST0212,Kevin Snow,male,0,no,,36,month-to-month,no,electronic check,67.59,1000.5,no,no,dsl,no,no,,,no,,yes
CUST0213,Laura Ford,female,1,,,28,,no,bank transfer,67.59,1000.5,no,no,fiber optic,yes,,no,,yes,no,
CUST0214,Haley Calderon,female,1,yes,no,7,month to month,yes,mailed check,67.59,448.02,,no,none,yes,yes,no,no,,no,yes
